gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,is_new_customer,is_loyal_customer,tenure_group,avg_monthly_charge,high_monthly_charge,total_services,has_protection,has_support,is_monthly_contract,automatic_payment,risky_payment,family_size,senior_with_family,tenure_contract_interaction,charges_per_service
Female,0,Yes,No,6,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,No,Mailed check,45.65,323.45,1,0,0-1yr,53.90833333333333,0,1,0,0,1,0,0,1,0,0,45.65
Female,0,Yes,Yes,70,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,One year,Yes,Electronic check,106.5,7397.0,0,1,4+yr,105.67142857142858,1,6,1,1,0,0,1,2,0,70,17.75
Male,0,No,No,30,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,90.25,2755.35,0,0,2-4yr,91.845,1,3,0,0,1,0,1,0,0,0,30.083333333333332
Female,0,No,No,1,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,No,Electronic check,90.55,90.55,1,0,0-1yr,90.55,1,3,0,0,1,0,1,0,0,0,30.183333333333334
Male,0,No,No,67,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Credit card (automatic),116.2,7752.3,0,1,4+yr,115.70597014925373,1,8,1,1,0,1,0,0,0,134,14.525
Male,0,Yes,Yes,34,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Credit card (automatic),19.6,678.8,0,0,2-4yr,19.96470588235294,0,1,0,0,0,1,0,2,0,34,19.6
Female,1,No,No,2,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,93.85,170.85,1,0,0-1yr,85.425,1,4,0,0,1,0,1,0,0,0,23.4625
Male,1,Yes,No,7,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,70.1,467.55,1,0,0-1yr,66.79285714285714,1,1,0,0,1,0,0,1,1,0,70.1
Male,1,No,No,8,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,69.7,560.85,1,0,0-1yr,70.10625,0,1,0,0,1,0,1,0,0,0,69.7
Male,0,Yes,No,35,Yes,Yes,Fiber optic,No,No,No,Yes,No,Yes,Month-to-month,Yes,Bank transfer (automatic),89.85,3161.2,0,0,2-4yr,90.32,1,4,0,1,1,1,0,1,0,0,22.4625
Male,0,Yes,No,9,Yes,Yes,Fiber optic,Yes,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,88.05,801.3,1,0,0-1yr,89.03333333333333,1,4,1,0,1,0,1,1,0,0,22.0125
Male,0,No,Yes,6,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,20.2,98.35,1,0,0-1yr,16.391666666666666,0,1,0,0,1,0,0,1,0,0,20.2
Male,0,No,No,5,Yes,No,DSL,No,No,No,Yes,No,No,Month-to-month,Yes,Electronic check,49.2,216.9,1,0,0-1yr,43.38,0,2,0,1,1,0,1,0,0,0,24.6
Female,0,Yes,No,3,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),74.75,229.5,1,0,0-1yr,76.5,1,2,0,0,1,1,0,1,0,0,37.375
Male,0,No,No,35,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Mailed check,19.15,638.0,0,0,2-4yr,18.228571428571428,0,1,0,0,0,0,0,0,0,35,19.15
Female,0,Yes,No,15,Yes,Yes,DSL,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,51.1,711.15,0,0,1-2yr,47.41,0,2,0,0,1,0,1,1,0,0,25.55
Male,1,Yes,No,17,Yes,No,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,76.45,1233.4,0,0,1-2yr,72.5529411764706,1,2,1,0,1,0,1,1,1,0,38.225
Female,0,Yes,Yes,33,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Credit card (automatic),24.15,800.3,0,0,2-4yr,24.25151515151515,0,2,0,0,0,1,0,2,0,33,12.075
Female,0,No,No,3,No,No phone service,DSL,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,50.6,155.35,1,0,0-1yr,51.78333333333333,0,3,1,0,1,0,1,0,0,0,16.866666666666667
Male,0,Yes,No,68,Yes,No,DSL,Yes,Yes,Yes,No,No,Yes,Two year,No,Bank transfer (automatic),70.95,4741.45,0,1,4+yr,69.72720588235293,1,5,1,1,0,1,0,1,0,136,14.190000000000001
Female,0,Yes,Yes,60,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Credit card (automatic),115.25,6758.45,0,1,4+yr,112.64083333333333,1,8,1,1,0,1,0,2,0,120,14.40625
Female,0,Yes,Yes,23,Yes,Yes,Fiber optic,Yes,No,No,No,No,No,One year,No,Credit card (automatic),81.85,1810.85,0,0,1-2yr,78.73260869565217,1,3,1,0,0,1,0,2,0,23,27.28333333333333
Female,0,Yes,Yes,35,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),24.3,821.6,0,0,2-4yr,23.474285714285713,0,2,0,0,0,1,0,2,0,70,12.15
Female,0,Yes,Yes,63,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),20.0,1209.25,0,1,4+yr,19.194444444444443,0,1,0,0,0,1,0,2,0,126,20.0
Female,0,No,No,2,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,No,Electronic check,44.45,82.7,1,0,0-1yr,41.35,0,1,0,0,1,0,1,0,0,0,44.45
Male,0,Yes,Yes,3,Yes,No,Fiber optic,Yes,Yes,No,No,Yes,No,Month-to-month,No,Electronic check,89.85,248.4,1,0,0-1yr,82.8,1,4,1,0,1,0,1,2,0,0,22.4625
Female,1,Yes,No,60,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,105.9,6401.25,0,1,4+yr,106.6875,1,6,1,1,1,0,1,1,1,0,17.650000000000002
Male,1,No,No,1,No,No phone service,DSL,No,No,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,39.65,39.65,1,0,0-1yr,39.65,0,2,0,1,1,0,1,0,0,0,19.825
Male,1,Yes,No,55,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Electronic check,113.6,6292.7,0,1,4+yr,114.41272727272727,1,7,1,1,0,0,1,1,1,110,16.228571428571428
Male,1,No,No,3,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,105.0,294.45,1,0,0-1yr,98.14999999999999,1,6,1,1,1,0,1,0,0,0,17.5
Male,0,No,No,1,Yes,No,Fiber optic,No,No,No,Yes,No,No,Month-to-month,Yes,Electronic check,75.9,75.9,1,0,0-1yr,75.9,1,2,0,1,1,0,1,0,0,0,37.95
Male,0,Yes,No,14,No,No phone service,DSL,No,No,No,No,Yes,Yes,Month-to-month,No,Electronic check,46.35,667.7,0,0,1-2yr,47.69285714285714,0,2,0,0,1,0,1,1,0,0,23.175
Male,0,Yes,Yes,32,Yes,Yes,Fiber optic,Yes,No,No,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),99.55,3204.65,0,0,2-4yr,100.1453125,1,5,1,0,1,1,0,2,0,0,19.91
Male,0,No,No,35,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),20.75,739.9,0,0,2-4yr,21.14,0,1,0,0,1,1,0,0,0,0,20.75
Female,0,Yes,Yes,58,No,No phone service,DSL,No,No,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),55.5,3166.9,0,1,4+yr,54.601724137931036,0,4,0,1,0,1,0,2,0,116,13.875
Female,0,Yes,Yes,35,No,No phone service,DSL,Yes,No,No,Yes,Yes,No,Two year,Yes,Credit card (automatic),46.35,1662.05,0,0,2-4yr,47.48714285714286,0,3,1,1,0,1,0,2,0,70,15.450000000000001
Female,0,Yes,No,59,Yes,No,Fiber optic,Yes,No,Yes,No,No,No,One year,Yes,Credit card (automatic),81.25,4639.45,0,1,4+yr,78.63474576271186,1,3,1,1,0,1,0,1,0,59,27.083333333333332
Female,0,Yes,No,2,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),70.4,154.8,1,0,0-1yr,77.4,1,1,0,0,1,1,0,1,0,0,70.4
Male,1,No,No,24,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),102.95,2496.7,0,0,1-2yr,104.02916666666665,1,6,1,1,1,1,0,0,0,0,17.158333333333335
Female,0,Yes,Yes,53,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Bank transfer (automatic),19.85,1039.45,0,1,4+yr,19.612264150943396,0,1,0,0,0,1,0,2,0,53,19.85
Female,0,No,Yes,18,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Bank transfer (automatic),20.15,390.85,0,0,1-2yr,21.71388888888889,0,1,0,0,0,1,0,1,0,18,20.15
Male,0,No,No,1,Yes,No,DSL,No,No,No,Yes,No,No,Month-to-month,No,Mailed check,49.05,49.05,1,0,0-1yr,49.05,0,2,0,1,1,0,0,0,0,0,24.525
Male,0,Yes,Yes,70,Yes,Yes,DSL,Yes,Yes,Yes,Yes,No,Yes,One year,No,Bank transfer (automatic),78.35,5445.95,0,1,4+yr,77.79928571428572,1,7,1,1,0,1,0,2,0,70,11.192857142857141
Female,1,No,No,50,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,104.95,5222.35,0,1,4+yr,104.447,1,6,0,1,1,0,1,0,0,0,17.491666666666667
Male,0,Yes,No,64,Yes,Yes,DSL,No,Yes,Yes,Yes,Yes,No,Two year,Yes,Bank transfer (automatic),76.1,4818.8,0,1,4+yr,75.29375,1,6,1,1,0,1,0,1,0,128,12.683333333333332
Male,0,Yes,No,72,No,No phone service,DSL,Yes,Yes,Yes,No,No,No,Two year,No,Bank transfer (automatic),42.1,2962.0,0,1,4+yr,41.138888888888886,0,3,1,1,0,1,0,1,0,144,14.033333333333333
Male,1,Yes,No,72,Yes,No,Fiber optic,Yes,Yes,No,Yes,No,No,Two year,Yes,Credit card (automatic),84.8,6141.65,0,1,4+yr,85.30069444444445,1,4,1,1,0,1,0,1,1,144,21.2
Male,1,Yes,No,15,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),85.6,1345.55,0,0,1-2yr,89.70333333333333,1,3,0,0,1,1,0,1,1,0,28.53333333333333
Female,1,Yes,No,65,Yes,Yes,Fiber optic,Yes,No,Yes,No,Yes,Yes,Month-to-month,No,Bank transfer (automatic),105.25,6786.4,0,1,4+yr,104.40615384615384,1,6,1,1,1,1,0,1,1,0,17.541666666666668
Male,0,Yes,No,28,Yes,No,Fiber optic,No,No,No,Yes,No,No,Month-to-month,No,Bank transfer (automatic),76.55,2065.4,0,0,2-4yr,73.76428571428572,1,2,0,1,1,1,0,1,0,0,38.275
Male,0,No,No,3,Yes,No,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,No,Credit card (automatic),85.7,256.75,1,0,0-1yr,85.58333333333333,1,3,0,1,1,1,0,0,0,0,28.566666666666666
Female,1,No,No,43,Yes,No,Fiber optic,Yes,Yes,No,Yes,Yes,Yes,Month-to-month,Yes,Credit card (automatic),108.15,4600.7,0,0,2-4yr,106.99302325581395,1,6,1,1,1,1,0,0,0,0,18.025000000000002
Male,0,Yes,Yes,27,Yes,Yes,DSL,No,No,No,Yes,Yes,Yes,Month-to-month,No,Bank transfer (automatic),71.6,1957.1,0,0,2-4yr,72.48518518518519,1,5,0,1,1,1,0,2,0,0,14.319999999999999
Male,1,Yes,No,72,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Two year,Yes,Bank transfer (automatic),104.15,7689.95,0,1,4+yr,106.80486111111111,1,6,1,1,0,1,0,1,1,144,17.358333333333334
Female,0,No,No,1,No,No phone service,DSL,Yes,No,No,No,No,No,Month-to-month,No,Mailed check,29.9,29.9,1,0,0-1yr,29.9,0,1,1,0,1,0,0,0,0,0,29.9
Female,0,No,No,52,Yes,No,DSL,No,No,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,59.45,3043.7,0,1,4+yr,58.5326923076923,0,3,0,1,1,0,1,0,0,0,19.816666666666666
Male,0,No,No,2,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,85.65,181.5,1,0,0-1yr,90.75,1,3,0,0,1,0,1,0,0,0,28.55
Male,0,No,No,3,No,No phone service,DSL,No,No,No,No,No,No,Month-to-month,No,Electronic check,25.1,79.8,1,0,0-1yr,26.599999999999998,0,0,0,0,1,0,1,0,0,0,25.1
Male,1,Yes,No,29,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,84.3,2357.75,0,0,2-4yr,81.30172413793103,1,3,0,0,1,0,1,1,1,0,28.099999999999998
Female,0,Yes,Yes,65,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),26.0,1654.85,0,1,4+yr,25.459230769230768,0,2,0,0,0,1,0,2,0,130,13.0
Female,0,Yes,No,55,Yes,Yes,DSL,Yes,Yes,No,Yes,No,No,One year,Yes,Credit card (automatic),66.05,3462.1,0,1,4+yr,62.947272727272725,0,5,1,1,0,1,0,1,0,55,13.209999999999999
Male,0,Yes,Yes,72,Yes,Yes,DSL,Yes,Yes,Yes,No,No,No,Two year,No,Credit card (automatic),64.45,4720.0,0,1,4+yr,65.55555555555556,0,5,1,1,0,1,0,2,0,144,12.89
Female,0,No,No,63,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,20.6,1298.7,0,1,4+yr,20.614285714285714,0,1,0,0,0,0,0,0,0,126,20.6
Male,0,Yes,Yes,5,Yes,Yes,DSL,No,No,No,Yes,No,No,Month-to-month,Yes,Mailed check,55.7,259.4,1,0,0-1yr,51.879999999999995,0,3,0,1,1,0,0,2,0,0,18.566666666666666
Male,0,No,No,59,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,19.35,1099.6,0,1,4+yr,18.63728813559322,0,1,0,0,0,0,0,0,0,118,19.35
Female,0,Yes,Yes,69,No,No phone service,DSL,Yes,No,Yes,No,No,Yes,Two year,Yes,Credit card (automatic),43.95,2960.1,0,1,4+yr,42.9,0,3,1,1,0,1,0,2,0,138,14.65
Male,0,No,No,27,Yes,No,DSL,Yes,No,Yes,Yes,Yes,No,One year,No,Credit card (automatic),69.35,1927.3,0,0,2-4yr,71.38148148148149,0,5,1,1,0,1,0,0,0,27,13.87
Male,0,No,No,15,No,No phone service,DSL,No,No,Yes,No,Yes,Yes,One year,No,Electronic check,50.75,688.2,0,0,1-2yr,45.88,0,3,0,1,0,0,1,0,0,15,16.916666666666668
Male,0,No,Yes,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,19.3,19.3,1,0,0-1yr,19.3,0,1,0,0,1,0,0,1,0,0,19.3
Female,0,No,No,40,Yes,No,DSL,No,No,Yes,No,No,No,One year,Yes,Mailed check,50.25,2023.55,0,0,2-4yr,50.58875,0,2,0,1,0,0,0,0,0,40,25.125
Female,0,No,No,3,Yes,No,DSL,No,Yes,No,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,75.3,244.1,1,0,0-1yr,81.36666666666666,1,5,1,1,1,0,1,0,0,0,15.059999999999999
Male,0,No,No,7,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,No,Mailed check,43.9,278.4,1,0,0-1yr,39.771428571428565,0,1,0,0,1,0,0,0,0,0,43.9
Male,0,Yes,No,28,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,No,Month-to-month,No,Credit card (automatic),96.6,2684.35,0,0,2-4yr,95.86964285714285,1,5,1,1,1,1,0,1,0,0,19.32
Female,0,No,No,45,Yes,No,DSL,Yes,Yes,No,Yes,No,No,One year,Yes,Credit card (automatic),62.55,2796.45,0,0,2-4yr,62.14333333333333,0,4,1,1,0,1,0,0,0,45,15.6375
Female,0,No,No,5,No,No phone service,DSL,No,No,Yes,No,No,Yes,Month-to-month,No,Electronic check,39.5,210.75,1,0,0-1yr,42.15,0,2,0,1,1,0,1,0,0,0,19.75
Male,0,No,No,12,Yes,No,DSL,Yes,No,No,Yes,No,No,Month-to-month,No,Mailed check,56.65,654.85,1,0,0-1yr,54.57083333333333,0,3,1,1,1,0,0,0,0,0,18.883333333333333
Female,0,Yes,No,21,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,94.3,1948.35,0,0,1-2yr,92.77857142857142,1,4,0,0,1,0,1,1,0,0,23.575
Male,0,Yes,Yes,70,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,25.4,1782.05,0,1,4+yr,25.457857142857144,0,2,0,0,0,0,0,2,0,140,12.7
Female,0,Yes,No,70,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,One year,Yes,Electronic check,97.65,6982.5,0,1,4+yr,99.75,1,5,0,1,0,0,1,1,0,70,19.53
Male,0,No,No,64,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,No,Yes,Two year,No,Credit card (automatic),99.25,6549.45,0,1,4+yr,102.33515625,1,6,1,1,0,1,0,0,0,128,16.541666666666668
Female,0,Yes,No,70,Yes,No,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Credit card (automatic),86.45,5950.2,0,1,4+yr,85.00285714285714,1,7,1,1,0,1,0,1,0,140,12.35
Male,0,Yes,No,72,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Electronic check,115.55,8425.3,0,1,4+yr,117.01805555555555,1,8,1,1,0,0,1,1,0,144,14.44375
Female,0,No,No,17,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),19.7,340.35,0,0,1-2yr,20.02058823529412,0,1,0,0,1,1,0,0,0,0,19.7
Male,0,No,Yes,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,20.75,20.75,1,0,0-1yr,20.75,0,1,0,0,1,0,0,1,0,0,20.75
Male,0,Yes,Yes,37,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Credit card (automatic),19.8,677.05,0,0,2-4yr,18.298648648648648,0,1,0,0,0,1,0,2,0,37,19.8
Male,0,No,No,8,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),20.45,162.3,1,0,0-1yr,20.2875,0,1,0,0,1,1,0,0,0,0,20.45
Male,0,Yes,No,38,Yes,Yes,Fiber optic,Yes,No,No,No,Yes,No,Month-to-month,No,Bank transfer (automatic),91.7,3479.05,0,0,2-4yr,91.55394736842106,1,4,1,0,1,1,0,1,0,0,22.925
Male,0,Yes,No,24,Yes,No,Fiber optic,Yes,No,No,Yes,No,Yes,Month-to-month,Yes,Electronic check,89.25,2210.2,0,0,1-2yr,92.09166666666665,1,4,1,1,1,0,1,1,0,0,22.3125
Female,0,No,No,5,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,100.5,514.0,1,0,0-1yr,102.8,1,5,0,1,1,0,1,0,0,0,20.1
Male,0,No,Yes,53,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),19.75,1052.35,0,1,4+yr,19.85566037735849,0,1,0,0,0,1,0,1,0,106,19.75
Female,0,Yes,Yes,12,No,No phone service,DSL,No,Yes,No,No,No,No,Month-to-month,No,Mailed check,29.2,309.1,1,0,0-1yr,25.758333333333336,0,1,1,0,1,0,0,2,0,0,29.2
Male,0,Yes,No,34,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),20.05,679.0,0,0,2-4yr,19.970588235294116,0,1,0,0,0,1,0,1,0,68,20.05
Male,0,No,Yes,70,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Electronic check,114.6,7882.5,0,1,4+yr,112.60714285714286,1,8,1,1,0,0,1,1,0,140,14.325
Male,0,No,No,3,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,20.7,57.5,1,0,0-1yr,19.166666666666668,0,1,0,0,1,0,0,0,0,0,20.7
Female,0,Yes,Yes,55,Yes,Yes,DSL,Yes,No,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),85.1,4657.95,0,1,4+yr,84.69,1,7,1,1,0,1,0,2,0,110,12.157142857142857
Female,1,Yes,No,48,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Month-to-month,No,Electronic check,117.45,5438.9,0,0,2-4yr,113.31041666666665,1,8,1,1,1,0,1,1,1,0,14.68125
Female,0,Yes,Yes,68,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,One year,Yes,Electronic check,83.0,5685.8,0,1,4+yr,83.61470588235295,1,3,0,0,0,0,1,2,0,68,27.666666666666668
Female,0,Yes,No,56,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Electronic check,24.3,1261.7,0,1,4+yr,22.530357142857145,0,2,0,0,0,0,1,1,0,56,12.15
Female,0,Yes,No,7,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,86.5,582.5,1,0,0-1yr,83.21428571428571,1,3,0,0,1,0,1,1,0,0,28.833333333333332
Male,0,No,No,35,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,Yes,One year,Yes,Bank transfer (automatic),102.35,3626.1,0,0,2-4yr,103.60285714285715,1,5,1,1,0,1,0,0,0,35,20.47
Female,1,No,No,2,Yes,Yes,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,88.55,179.25,1,0,0-1yr,89.625,1,4,0,1,1,0,1,0,0,0,22.1375
Female,0,No,No,21,Yes,No,Fiber optic,No,Yes,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,90.05,1862.9,0,0,1-2yr,88.70952380952382,1,4,1,1,1,0,1,0,0,0,22.5125
Male,0,Yes,Yes,49,No,No phone service,DSL,Yes,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,39.2,1838.15,0,1,4+yr,37.51326530612245,0,2,1,0,1,0,1,2,0,0,19.6
Male,0,Yes,Yes,60,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),19.65,1161.75,0,1,4+yr,19.3625,0,1,0,0,0,1,0,2,0,120,19.65
Male,1,No,No,32,Yes,Yes,Fiber optic,No,No,Yes,No,No,No,Month-to-month,Yes,Credit card (automatic),81.1,2619.25,0,0,2-4yr,81.8515625,1,3,0,1,1,1,0,0,0,0,27.03333333333333
Male,0,Yes,No,54,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,104.3,5278.15,0,1,4+yr,97.74351851851851,1,6,1,1,1,0,1,1,0,0,17.383333333333333
Female,0,Yes,Yes,47,No,No phone service,DSL,Yes,Yes,Yes,No,Yes,Yes,Two year,Yes,Credit card (automatic),60.0,2768.65,0,0,2-4yr,58.90744680851064,0,5,1,1,0,1,0,2,0,94,12.0
Female,0,No,Yes,25,Yes,No,DSL,No,Yes,No,Yes,No,No,One year,Yes,Credit card (automatic),54.75,1266.35,0,0,2-4yr,50.653999999999996,0,3,1,1,0,1,0,1,0,25,18.25
Male,0,No,No,4,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),44.8,176.2,1,0,0-1yr,44.05,0,1,0,0,1,1,0,0,0,0,44.8
Male,0,No,No,72,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),19.85,1434.1,0,1,4+yr,19.918055555555554,0,1,0,0,0,1,0,0,0,144,19.85
Female,0,No,No,1,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,70.8,70.8,1,0,0-1yr,70.8,1,1,0,0,1,0,0,0,0,0,70.8
Male,0,No,No,18,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,No,Bank transfer (automatic),84.3,1537.9,0,0,1-2yr,85.4388888888889,1,3,0,0,1,1,0,0,0,0,28.099999999999998
Female,0,No,No,1,No,No phone service,DSL,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,25.15,25.15,1,0,0-1yr,25.15,0,0,0,0,1,0,0,0,0,0,25.15
Male,0,Yes,Yes,7,No,No phone service,DSL,Yes,Yes,Yes,No,Yes,Yes,Month-to-month,No,Mailed check,58.85,465.7,1,0,0-1yr,66.52857142857142,0,5,1,1,1,0,0,2,0,0,11.77
Male,0,Yes,Yes,60,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),20.95,1270.55,0,1,4+yr,21.175833333333333,0,1,0,0,0,1,0,2,0,120,20.95
Male,0,No,No,9,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,85.35,758.6,1,0,0-1yr,84.28888888888889,1,3,0,0,1,0,1,0,0,0,28.45
Male,1,Yes,No,29,Yes,Yes,DSL,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,51.6,1442.0,0,0,2-4yr,49.724137931034484,0,2,0,0,1,0,1,1,1,0,25.8
Female,0,Yes,Yes,51,Yes,Yes,Fiber optic,No,No,Yes,No,No,Yes,One year,Yes,Electronic check,90.15,4554.85,0,1,4+yr,89.31078431372549,1,4,0,1,0,0,1,2,0,51,22.5375
Male,1,No,No,4,No,No phone service,DSL,No,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),25.2,102.5,1,0,0-1yr,25.625,0,0,0,0,1,1,0,0,0,0,25.2
Female,0,No,No,37,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,19.85,784.25,0,0,2-4yr,21.195945945945947,0,1,0,0,0,0,0,0,0,74,19.85
Female,0,No,No,50,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Bank transfer (automatic),19.75,989.05,0,1,4+yr,19.781,0,1,0,0,0,1,0,0,0,50,19.75
Male,0,Yes,Yes,56,No,No phone service,DSL,No,Yes,Yes,No,No,No,One year,Yes,Credit card (automatic),36.1,1971.5,0,1,4+yr,35.205357142857146,0,2,1,1,0,1,0,2,0,56,18.05
Male,0,Yes,Yes,11,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),20.95,267.35,1,0,0-1yr,24.30454545454546,0,1,0,0,1,1,0,2,0,0,20.95
